,context,question,source_sentence,res
1027,"montana i/m ɒnˈtænə / is a state in the western region of the united states . the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . montana has several nicknames , although none official , including `` big sky country '' and `` the treasure state '' , and slogans that include `` land of the shining mountains '' and more recently `` the last best place '' . montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . the western third of montana contains numerous mountain ranges . smaller island ranges are found throughout the state . in total , 77 named ranges are part of the rocky mountains .",where does the state 's name come from ?,the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . ," what is montana 's nickname ?

"
1028,"montana i/m ɒnˈtænə / is a state in the western region of the united states . the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . montana has several nicknames , although none official , including `` big sky country '' and `` the treasure state '' , and slogans that include `` land of the shining mountains '' and more recently `` the last best place '' . montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . the western third of montana contains numerous mountain ranges . smaller island ranges are found throughout the state . in total , 77 named ranges are part of the rocky mountains .",what is the states rank in size ?,"montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . "," what is montana 's rank in population density ?

"
1029,"montana i/m ɒnˈtænə / is a state in the western region of the united states . the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . montana has several nicknames , although none official , including `` big sky country '' and `` the treasure state '' , and slogans that include `` land of the shining mountains '' and more recently `` the last best place '' . montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . the western third of montana contains numerous mountain ranges . smaller island ranges are found throughout the state . in total , 77 named ranges are part of the rocky mountains .",what is its rank in popularion ?,"montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . "," what is montana 's rank in population density ?

"
1030,"montana i/m ɒnˈtænə / is a state in the western region of the united states . the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . montana has several nicknames , although none official , including `` big sky country '' and `` the treasure state '' , and slogans that include `` land of the shining mountains '' and more recently `` the last best place '' . montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . the western third of montana contains numerous mountain ranges . smaller island ranges are found throughout the state . in total , 77 named ranges are part of the rocky mountains .",how many ranges are part of the rocky mountains ?,"in total , 77 named ranges are part of the rocky mountains . "," how many named ranges are part of the rocky mountains ?

"
1031,"montana i/m ɒnˈtænə / is a state in the western region of the united states . the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . montana has several nicknames , although none official , including `` big sky country '' and `` the treasure state '' , and slogans that include `` land of the shining mountains '' and more recently `` the last best place '' . montana is ranked 4th in size , but 44th in population and 48th in population density of the 50 united states . the western third of montana contains numerous mountain ranges . smaller island ranges are found throughout the state . in total , 77 named ranges are part of the rocky mountains .",where does the state 's name come from ?,the state 's name is derived from the spanish word montaña -lrb- mountain -rrb- . ," what is montana 's nickname ?

"
1032,"montana schoolchildren played a significant role in selecting several state symbols . the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . schoolchildren also chose the western meadowlark as the state bird , in a 1930 vote , and the legislature acted to endorse this decision in 1931 . similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 .",what year was the state tree selected ?,"the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . "," when was the ponderosa pine designated as the state tree of montana ?

"
1033,"montana schoolchildren played a significant role in selecting several state symbols . the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . schoolchildren also chose the western meadowlark as the state bird , in a 1930 vote , and the legislature acted to endorse this decision in 1931 . similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 .",when was the state tree actually assigned ?,"however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . "," when was the ponderosa pine designated as the state tree of montana ?

"
1034,"montana schoolchildren played a significant role in selecting several state symbols . the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . schoolchildren also chose the western meadowlark as the state bird , in a 1930 vote , and the legislature acted to endorse this decision in 1931 . similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 .",what year was the state animal selected ?,"similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . "," what was the state animal of montana ?

"
1035,"montana schoolchildren played a significant role in selecting several state symbols . the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . schoolchildren also chose the western meadowlark as the state bird , in a 1930 vote , and the legislature acted to endorse this decision in 1931 . similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 .",what is the state animal of montana ?,"similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . "," what was the state animal of montana ?

"
1036,"montana schoolchildren played a significant role in selecting several state symbols . the state tree , the ponderosa pine , was selected by montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908 . however , the legislature did not designate a state tree until 1949 , when the montana federation of garden clubs , with the support of the state forester , lobbied for formal recognition . schoolchildren also chose the western meadowlark as the state bird , in a 1930 vote , and the legislature acted to endorse this decision in 1931 . similarly , the secretary of state sponsored a children 's vote in 1981 to choose a state animal , and after 74 animals were nominated , the grizzly bear won over the elk by a 2 -- 1 margin . the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 .",what is the state fossil,the students of livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the maiasaura as the state fossil in 1985 . ," who named the maiasaura as the state fossil ?

"
1037,"the state song was not composed until 21 years after statehood , when a musical troupe led by joseph e. howard stopped in butte in september 1910 . a former member of the troupe who lived in butte buttonholed howard at an after-show party , asking him to compose a song about montana and got another partygoer , the city editor for the butte miner newspaper , charles c. cohan , to help . the two men worked up a basic melody and lyrics in about a half-hour for the entertainment of party guests , then finished the song later that evening , with an arrangement worked up the following day . upon arriving in helena , howard 's troupe performed 12 encores of the new song to an enthusiastic audience and the governor proclaimed it the state song on the spot , though formal legislative recognition did not occur until 1945 . montana is one of only three states to have a `` state ballad '' , `` montana melody '' , chosen by the legislature in 1983 . montana was the first state to also adopt a state lullaby .",when was the state song composed ?,"the state song was not composed until 21 years after statehood , when a musical troupe led by joseph e. howard stopped in butte in september 1910 . "," when was montana 's state song composed ?

"
1038,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . a state seal with a miner 's pick and shovel above the motto , surrounded by the mountains and the great falls of the missouri river , was adopted during the first meeting of the territorial legislature in 1864 -- 65 . the design was only slightly modified after montana became a state and adopted it as the great seal of the state of montana , enacted by the legislature in 1893 . the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . all other symbols were adopted throughout the 20th century , save for montana 's newest symbol , the state butterfly , the mourning cloak , adopted in 2001 , and the state lullaby , `` montana lullaby '' , adopted in 2007 .",what is montana 's motto ?,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . "," when was montana 's motto adopted ?

"
1039,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . a state seal with a miner 's pick and shovel above the motto , surrounded by the mountains and the great falls of the missouri river , was adopted during the first meeting of the territorial legislature in 1864 -- 65 . the design was only slightly modified after montana became a state and adopted it as the great seal of the state of montana , enacted by the legislature in 1893 . the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . all other symbols were adopted throughout the 20th century , save for montana 's newest symbol , the state butterfly , the mourning cloak , adopted in 2001 , and the state lullaby , `` montana lullaby '' , adopted in 2007 .",what does montana 's motto mean ?,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . "," when was montana 's motto adopted ?

"
1040,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . a state seal with a miner 's pick and shovel above the motto , surrounded by the mountains and the great falls of the missouri river , was adopted during the first meeting of the territorial legislature in 1864 -- 65 . the design was only slightly modified after montana became a state and adopted it as the great seal of the state of montana , enacted by the legislature in 1893 . the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . all other symbols were adopted throughout the 20th century , save for montana 's newest symbol , the state butterfly , the mourning cloak , adopted in 2001 , and the state lullaby , `` montana lullaby '' , adopted in 2007 .",when was the motto adopted ?,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . "," when was montana 's motto adopted ?

"
1041,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . a state seal with a miner 's pick and shovel above the motto , surrounded by the mountains and the great falls of the missouri river , was adopted during the first meeting of the territorial legislature in 1864 -- 65 . the design was only slightly modified after montana became a state and adopted it as the great seal of the state of montana , enacted by the legislature in 1893 . the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . all other symbols were adopted throughout the 20th century , save for montana 's newest symbol , the state butterfly , the mourning cloak , adopted in 2001 , and the state lullaby , `` montana lullaby '' , adopted in 2007 .",when was the state flower adopted ?,"the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . "," when was the bitterroot adopted as the state flower of montana ?

"
1042,"montana 's motto , oro y plata , spanish for `` gold and silver '' , recognizing the significant role of mining , was first adopted in 1865 , when montana was still a territory . a state seal with a miner 's pick and shovel above the motto , surrounded by the mountains and the great falls of the missouri river , was adopted during the first meeting of the territorial legislature in 1864 -- 65 . the design was only slightly modified after montana became a state and adopted it as the great seal of the state of montana , enacted by the legislature in 1893 . the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . all other symbols were adopted throughout the 20th century , save for montana 's newest symbol , the state butterfly , the mourning cloak , adopted in 2001 , and the state lullaby , `` montana lullaby '' , adopted in 2007 .",what is the state flower for montana ?,"the state flower , the bitterroot , was adopted in 1895 with the support of a group called the floral emblem association , which formed after montana 's women 's christian temperance union adopted the bitterroot as the organization 's state flower . "," when was the bitterroot adopted as montana 's state flower ?

"
1043,"the state also has five micropolitan statistical areas centered on bozeman , butte , helena , kalispell and havre . these communities , excluding havre , are colloquially known as the `` big 7 '' montana cities , as they are consistently the seven largest communities in montana , with a significant population difference when these communities are compared to those that are 8th and lower on the list . according to the 2010 u.s. census , the population of montana 's seven most populous cities , in rank order , are billings , missoula , great falls , bozeman , butte , helena and kalispell . based on 2013 census numbers , they collectively contain 35 percent of montana 's population . and the counties containing these communities hold 62 percent of the state 's population . the geographic center of population of montana is located in sparsely populated meagher county , in the town of white sulphur springs .",how much of the states population does the `` big 7 '' have ?,"based on 2013 census numbers , they collectively contain 35 percent of montana 's population . "," what percentage of montana 's population is contained in the big 7 cities ?

"
1044,"montana has 56 counties with the united states census bureau stating montana 's contains 364 `` places '' , broken down into 129 incorporated places and 235 census-designated places . incorporated places consist of 52 cities , 75 towns , and two consolidated city-counties . montana has one city , billings , with a population over 100,000 ; and two cities with populations over 50,000 , missoula and great falls . these three communities are considered the centers of montana 's three metropolitan statistical areas .",how many counties does montana have ?,"montana has 56 counties with the united states census bureau stating montana 's contains 364 `` places '' , broken down into 129 incorporated places and 235 census-designated places . "," how many incorporated places are there in montana ?

"
1045,"montana has 56 counties with the united states census bureau stating montana 's contains 364 `` places '' , broken down into 129 incorporated places and 235 census-designated places . incorporated places consist of 52 cities , 75 towns , and two consolidated city-counties . montana has one city , billings , with a population over 100,000 ; and two cities with populations over 50,000 , missoula and great falls . these three communities are considered the centers of montana 's three metropolitan statistical areas .","what city in montana has over 100,000 people ?","montana has one city , billings , with a population over 100,000 ; and two cities with populations over 50,000 , missoula and great falls . "," what are the three largest cities in montana ?

"
1046,"montana has 56 counties with the united states census bureau stating montana 's contains 364 `` places '' , broken down into 129 incorporated places and 235 census-designated places . incorporated places consist of 52 cities , 75 towns , and two consolidated city-counties . montana has one city , billings , with a population over 100,000 ; and two cities with populations over 50,000 , missoula and great falls . these three communities are considered the centers of montana 's three metropolitan statistical areas .","what two cities have a population over 50,000 ?","montana has one city , billings , with a population over 100,000 ; and two cities with populations over 50,000 , missoula and great falls . "," what are the three largest cities in montana ?

"
1047,"the name montana comes from the spanish word montaña , meaning `` mountain '' , or more broadly , `` mountainous country '' . montaña del norte was the name given by early spanish explorers to the entire mountainous region of the west . the name montana was added to a bill by the united states house committee on territories , which was chaired at the time by rep. james ashley of ohio , for the territory that would become idaho territory . the name was successfully changed by representatives henry wilson -lrb- massachusetts -rrb- and benjamin f. harding -lrb- oregon -rrb- , who complained that montana had `` no meaning '' . when ashley presented a bill to establish a temporary government in 1864 for a new territory to be carved out of idaho , he again chose montana territory . this time rep. samuel cox , also of ohio , objected to the name . cox complained that the name was a misnomer given that most of the territory was not mountainous and that a native american name would be more appropriate than a spanish one . other names such as shoshone were suggested , but it was eventually decided that the committee on territories could name it whatever they wanted , so the original name of montana was adopted .",where does the state 's name mean ?,"the name montana comes from the spanish word montaña , meaning `` mountain '' , or more broadly , `` mountainous country '' . "," what does the name montana mean ?

"
1048,"the name montana comes from the spanish word montaña , meaning `` mountain '' , or more broadly , `` mountainous country '' . montaña del norte was the name given by early spanish explorers to the entire mountainous region of the west . the name montana was added to a bill by the united states house committee on territories , which was chaired at the time by rep. james ashley of ohio , for the territory that would become idaho territory . the name was successfully changed by representatives henry wilson -lrb- massachusetts -rrb- and benjamin f. harding -lrb- oregon -rrb- , who complained that montana had `` no meaning '' . when ashley presented a bill to establish a temporary government in 1864 for a new territory to be carved out of idaho , he again chose montana territory . this time rep. samuel cox , also of ohio , objected to the name . cox complained that the name was a misnomer given that most of the territory was not mountainous and that a native american name would be more appropriate than a spanish one . other names such as shoshone were suggested , but it was eventually decided that the committee on territories could name it whatever they wanted , so the original name of montana was adopted .",what did the spanish call this region ?,montaña del norte was the name given by early spanish explorers to the entire mountainous region of the west . ," what was the name given by early spanish explorers to the entire mountainous region of the west ?

"
1049,"with a total area of 147,040 square miles -lrb- 380,800 km2 -rrb- , montana is slightly larger than japan . it is the fourth largest state in the united states after alaska , texas , and california ; the largest landlocked u.s. state ; and the 56th largest national state/province subdivision in the world . to the north , montana shares a 545-mile -lrb- 877 km -rrb- border with three canadian provinces : british columbia , alberta , and saskatchewan , the only state to do so . it borders north dakota and south dakota to the east , wyoming to the south and idaho to the west and southwest .",what is the total area of montana ?,"with a total area of 147,040 square miles -lrb- 380,800 km2 -rrb- , montana is slightly larger than japan . "," what is the area of montana ?

"
1050,"with a total area of 147,040 square miles -lrb- 380,800 km2 -rrb- , montana is slightly larger than japan . it is the fourth largest state in the united states after alaska , texas , and california ; the largest landlocked u.s. state ; and the 56th largest national state/province subdivision in the world . to the north , montana shares a 545-mile -lrb- 877 km -rrb- border with three canadian provinces : british columbia , alberta , and saskatchewan , the only state to do so . it borders north dakota and south dakota to the east , wyoming to the south and idaho to the west and southwest .",what state does montana border to the south ?,"it borders north dakota and south dakota to the east , wyoming to the south and idaho to the west and southwest . "," what states border montana ?

"
1051,"with a total area of 147,040 square miles -lrb- 380,800 km2 -rrb- , montana is slightly larger than japan . it is the fourth largest state in the united states after alaska , texas , and california ; the largest landlocked u.s. state ; and the 56th largest national state/province subdivision in the world . to the north , montana shares a 545-mile -lrb- 877 km -rrb- border with three canadian provinces : british columbia , alberta , and saskatchewan , the only state to do so . it borders north dakota and south dakota to the east , wyoming to the south and idaho to the west and southwest .",what state does it border to the west ?,"it borders north dakota and south dakota to the east , wyoming to the south and idaho to the west and southwest . "," what states border montana ?

"
1052,"the topography of the state is roughly defined by the continental divide , which splits much of the state into distinct eastern and western regions . most of montana 's 100 or more named mountain ranges are concentrated in the western half of the state , most of which is geologically and geographically part of the northern rocky mountains . the absaroka and beartooth ranges in the south-central part of the state are technically part of the central rocky mountains . the rocky mountain front is a significant feature in the north-central portion of the state , and there are a number of isolated island ranges that interrupt the prairie landscape common in the central and eastern parts of the state . about 60 percent of the state is prairie , part of the northern great plains .",where are most of the states mountain ranges ?,"most of montana 's 100 or more named mountain ranges are concentrated in the western half of the state , most of which is geologically and geographically part of the northern rocky mountains . "," what percentage of montana is prairie ?

"
1053,"the topography of the state is roughly defined by the continental divide , which splits much of the state into distinct eastern and western regions . most of montana 's 100 or more named mountain ranges are concentrated in the western half of the state , most of which is geologically and geographically part of the northern rocky mountains . the absaroka and beartooth ranges in the south-central part of the state are technically part of the central rocky mountains . the rocky mountain front is a significant feature in the north-central portion of the state , and there are a number of isolated island ranges that interrupt the prairie landscape common in the central and eastern parts of the state . about 60 percent of the state is prairie , part of the northern great plains .",how much of the state is prarie ?,"about 60 percent of the state is prairie , part of the northern great plains . "," what percentage of montana is prairie ?

"
1054,"the northern section of the divide , where the mountains give way rapidly to prairie , is part of the rocky mountain front . the front is most pronounced in the lewis range , located primarily in glacier national park . due to the configuration of mountain ranges in glacier national park , the northern divide -lrb- which begins in alaska 's seward peninsula -rrb- crosses this region and turns east in montana at triple divide peak . it causes the waterton river , belly , and saint mary rivers to flow north into alberta , canada . there they join the saskatchewan river , which ultimately empties into hudson bay .",which direction do the rivers flow near the triple divide peak ?,"it causes the waterton river , belly , and saint mary rivers to flow north into alberta , canada . "," which rivers flow north into alberta , canada ?

"
1055,"the northern section of the divide , where the mountains give way rapidly to prairie , is part of the rocky mountain front . the front is most pronounced in the lewis range , located primarily in glacier national park . due to the configuration of mountain ranges in glacier national park , the northern divide -lrb- which begins in alaska 's seward peninsula -rrb- crosses this region and turns east in montana at triple divide peak . it causes the waterton river , belly , and saint mary rivers to flow north into alberta , canada . there they join the saskatchewan river , which ultimately empties into hudson bay .",where does the saskatchewan river empty into ?,"there they join the saskatchewan river , which ultimately empties into hudson bay . "," what is the name of the river that flows into hudson bay ?

"
1056,"east of the divide , several roughly parallel ranges cover the southern part of the state , including the gravelly range , the madison range , gallatin range , absaroka mountains and the beartooth mountains . the beartooth plateau is the largest continuous land mass over 10,000 feet -lrb- 3,000 m -rrb- high in the continental united states . it contains the highest point in the state , granite peak , 12,799 feet -lrb- 3,901 m -rrb- high . north of these ranges are the big belt mountains , bridger mountains , tobacco roots , and several island ranges , including the crazy mountains and little belt mountains .",how high is the beartooth plateau ?,"the beartooth plateau is the largest continuous land mass over 10,000 feet -lrb- 3,000 m -rrb- high in the continental united states . "," what is the largest continuous land mass over 10,000 feet -lrb- 3,000 m -rrb- high in the continental united states ?

"
1057,"east of the divide , several roughly parallel ranges cover the southern part of the state , including the gravelly range , the madison range , gallatin range , absaroka mountains and the beartooth mountains . the beartooth plateau is the largest continuous land mass over 10,000 feet -lrb- 3,000 m -rrb- high in the continental united states . it contains the highest point in the state , granite peak , 12,799 feet -lrb- 3,901 m -rrb- high . north of these ranges are the big belt mountains , bridger mountains , tobacco roots , and several island ranges , including the crazy mountains and little belt mountains .",what is thie highest point in the state ?,"it contains the highest point in the state , granite peak , 12,799 feet -lrb- 3,901 m -rrb- high . "," what is the highest point in montana ?

"
1058,"east of the divide , several roughly parallel ranges cover the southern part of the state , including the gravelly range , the madison range , gallatin range , absaroka mountains and the beartooth mountains . the beartooth plateau is the largest continuous land mass over 10,000 feet -lrb- 3,000 m -rrb- high in the continental united states . it contains the highest point in the state , granite peak , 12,799 feet -lrb- 3,901 m -rrb- high . north of these ranges are the big belt mountains , bridger mountains , tobacco roots , and several island ranges , including the crazy mountains and little belt mountains .",how high is granite peak ?,"it contains the highest point in the state , granite peak , 12,799 feet -lrb- 3,901 m -rrb- high . "," what is the highest point in montana ?

"
1059,"however , at the state level , the pattern of split ticket voting and divided government holds . democrats currently hold one of the state 's u.s. senate seats , as well as four of the five statewide offices -lrb- governor , superintendent of public instruction , secretary of state and state auditor -rrb- . the lone congressional district has been republican since 1996 and in 2014 steve daines won one of the state 's senate seats for the gop . the legislative branch had split party control between the house and senate most years between 2004 and 2010 , when the mid-term elections returned both branches to republican control . the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 .",how many seats do democrats hold in the state us senate 's seats ?,"democrats currently hold one of the state 's u.s. senate seats , as well as four of the five statewide offices -lrb- governor , superintendent of public instruction , secretary of state and state auditor -rrb- . "," which party currently holds the majority of the statewide offices in montana ?

"
1060,"however , at the state level , the pattern of split ticket voting and divided government holds . democrats currently hold one of the state 's u.s. senate seats , as well as four of the five statewide offices -lrb- governor , superintendent of public instruction , secretary of state and state auditor -rrb- . the lone congressional district has been republican since 1996 and in 2014 steve daines won one of the state 's senate seats for the gop . the legislative branch had split party control between the house and senate most years between 2004 and 2010 , when the mid-term elections returned both branches to republican control . the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 .",how long has the single congressional district been republican ?,the lone congressional district has been republican since 1996 and in 2014 steve daines won one of the state 's senate seats for the gop . ," which party has held the lone congressional district since 1996 ?

"
1061,"however , at the state level , the pattern of split ticket voting and divided government holds . democrats currently hold one of the state 's u.s. senate seats , as well as four of the five statewide offices -lrb- governor , superintendent of public instruction , secretary of state and state auditor -rrb- . the lone congressional district has been republican since 1996 and in 2014 steve daines won one of the state 's senate seats for the gop . the legislative branch had split party control between the house and senate most years between 2004 and 2010 , when the mid-term elections returned both branches to republican control . the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 .",what is the split in the state house of representatives ?,"the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 . "," which party controls the montana state senate ?

"
1062,"however , at the state level , the pattern of split ticket voting and divided government holds . democrats currently hold one of the state 's u.s. senate seats , as well as four of the five statewide offices -lrb- governor , superintendent of public instruction , secretary of state and state auditor -rrb- . the lone congressional district has been republican since 1996 and in 2014 steve daines won one of the state 's senate seats for the gop . the legislative branch had split party control between the house and senate most years between 2004 and 2010 , when the mid-term elections returned both branches to republican control . the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 .",what is the split in the state senate controller by the republicans ?,"the state senate is , as of 2015 , controlled by the republicans 29 to 21 , and the state house of representatives at 59 to 41 . "," which party controls the montana state senate ?

"
1063,"in presidential elections , montana was long classified as a swing state , though the state has voted for the republican candidate in all but two elections from 1952 to the present . the state last supported a democrat for president in 1992 , when bill clinton won a plurality victory . overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . in the 2008 presidential election , montana was considered a swing state and was ultimately won by republican john mccain , albeit by a narrow margin of two percent .","in elections , what is montana considered ?","in presidential elections , montana was long classified as a swing state , though the state has voted for the republican candidate in all but two elections from 1952 to the present . "," which party has montana voted for in the majority of presidential elections ?

"
1064,"in presidential elections , montana was long classified as a swing state , though the state has voted for the republican candidate in all but two elections from 1952 to the present . the state last supported a democrat for president in 1992 , when bill clinton won a plurality victory . overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . in the 2008 presidential election , montana was considered a swing state and was ultimately won by republican john mccain , albeit by a narrow margin of two percent .",what year was the last democrat for president supported ?,"the state last supported a democrat for president in 1992 , when bill clinton won a plurality victory . "," when was the last time montana voted for a democratic presidential candidate ?

"
1065,"in presidential elections , montana was long classified as a swing state , though the state has voted for the republican candidate in all but two elections from 1952 to the present . the state last supported a democrat for president in 1992 , when bill clinton won a plurality victory . overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . in the 2008 presidential election , montana was considered a swing state and was ultimately won by republican john mccain , albeit by a narrow margin of two percent .",how often has montana voted for a democratic governor ?,"overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . "," what percentage of montana 's governors have been democrats ?

"
1066,"in presidential elections , montana was long classified as a swing state , though the state has voted for the republican candidate in all but two elections from 1952 to the present . the state last supported a democrat for president in 1992 , when bill clinton won a plurality victory . overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . in the 2008 presidential election , montana was considered a swing state and was ultimately won by republican john mccain , albeit by a narrow margin of two percent .",how often does montana voted for a democratic president ?,"overall , since 1889 the state has voted for democratic governors 60 percent of the time and democratic presidents 40 percent of the time , with these numbers being 40/60 for republican candidates . "," what percentage of montana 's governors have been democrats ?

"
1067,"bozeman yellowstone international airport is the busiest airport in the state of montana , surpassing billings logan international airport in the spring of 2013 . montana 's other major airports include billings logan international airport , missoula international airport , great falls international airport , glacier park international airport , helena regional airport , bert mooney airport and yellowstone airport . eight smaller communities have airports designated for commercial service under the essential air service program .",what is the name of the busiest airport in montana ?,"bozeman yellowstone international airport is the busiest airport in the state of montana , surpassing billings logan international airport in the spring of 2013 . "," which airport is the busiest in montana ?

"
1068,"bozeman yellowstone international airport is the busiest airport in the state of montana , surpassing billings logan international airport in the spring of 2013 . montana 's other major airports include billings logan international airport , missoula international airport , great falls international airport , glacier park international airport , helena regional airport , bert mooney airport and yellowstone airport . eight smaller communities have airports designated for commercial service under the essential air service program .",when did bozeman airport surpass billings logan as the largest busiest in montana ?,"bozeman yellowstone international airport is the busiest airport in the state of montana , surpassing billings logan international airport in the spring of 2013 . "," which airport is the busiest in montana ?

"
1069,"railroads have been an important method of transportation in montana since the 1880s . historically , the state was traversed by the main lines of three east-west transcontinental routes : the milwaukee road , the great northern , and the northern pacific . today , the bnsf railway is the state 's largest railroad , its main transcontinental route incorporating the former great northern main line across the state . montana raillink , a privately held class ii railroad , operates former northern pacific trackage in western montana .",what is the states largest railway ?,"today , the bnsf railway is the state 's largest railroad , its main transcontinental route incorporating the former great northern main line across the state . "," what is the largest railroad in montana ?

"
