,context,question,source_sentence,res
1884,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies .",are demand side solar technologies generally active or passive ?,"passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . "," what are some passive solar techniques ?

"
1885,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies .",what is an active solar technique used to generate energy ?,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . "," what are active solar techniques ?

"
1886,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies .",what is an active solar technique used to generate energy ?,"passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . "," what are some passive solar techniques ?

"
1887,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies .",what does an active solar technique do ?,"active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies . "," what are the two types of solar technologies ?

"
1888,"active solar techniques use photovoltaics , concentrated solar power , solar thermal collectors , pumps , and fans to convert sunlight into useful outputs . passive solar techniques include selecting materials with favorable thermal properties , designing spaces that naturally circulate air , and referencing the position of a building to the sun . active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies .",what does a passive solar technique do ?,"active solar technologies increase the supply of energy and are considered supply side technologies , while passive solar technologies reduce the need for alternate resources and are generally considered demand side technologies . "," what are the two types of solar technologies ?

"
1889,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",what was the name of the inventor who built a solar engine in 1897 ?,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . "," who built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether ?

"
1890,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",in what year was the sun power company formed ?,in 1908 shuman formed the sun power company with the intent of building larger solar power plants . ," when did frank shuman form the sun power company ?

"
1891,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",shuman patented his solar engine system in what year ?,"shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 . "," what did shuman patent in 1912 ?

"
1892,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",who is frank shuman ?,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . "," who built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether ?

"
1893,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",in what year did solar engine build his solar engine ?,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . "," who built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether ?

"
1894,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",what was the solar engine used to power ?,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . "," who built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether ?

"
1895,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",in what year was the sun power company established ?,in 1908 shuman formed the sun power company with the intent of building larger solar power plants . ," when did frank shuman form the sun power company ?

"
1896,"in 1897 , frank shuman , a u.s. inventor , engineer and solar energy pioneer built a small demonstration solar engine that worked by reflecting solar energy onto square boxes filled with ether , which has a lower boiling point than water , and were fitted internally with black pipes which in turn powered a steam engine . in 1908 shuman formed the sun power company with the intent of building larger solar power plants . he , along with his technical advisor a.s.e. ackermann and british physicist sir charles vernon boys , developed an improved system using mirrors to reflect solar energy upon collector boxes , increasing heating capacity to the extent that water could now be used instead of ether . shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 .",in what year did frank shuman patent his solar engine ?,"shuman then constructed a full-scale steam engine powered by low-pressure water , enabling him to patent the entire solar engine system by 1912 . "," what did shuman patent in 1912 ?

"
1897,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",where did shuman build the world 's first solar thermal power station ?,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . "," where was the world 's first solar thermal power station built ?

"
1898,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",how many liters of water per minute did shuman 's engine pump in litres ?,"shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . "," what did shuman 's plant use to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine ?

"
1899,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",in what decade were shuman 's ideas about solar energy revived ?,"although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . "," what discouraged the advancement of solar energy in the 1930s ?

"
1900,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",where was the first solar thermal power plant built ?,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . "," where was the world 's first solar thermal power station built ?

"
1901,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",what was used to power the plants engine ?,"shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . "," what did shuman 's plant use to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine ?

"
1902,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",from what river did the engine pump water ?,"shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . "," what did shuman 's plant use to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine ?

"
1903,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",what slowed down the growth of solar energy ?,"although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . "," what discouraged the advancement of solar energy in the 1930s ?

"
1904,"shuman built the world 's first solar thermal power station in maadi , egypt , between 1912 and 1913 . shuman 's plant used parabolic troughs to power a 45 -- 52 kilowatts -lrb- 60 -- 70 hp -rrb- engine that pumped more than 22,000 litres -lrb- 4,800 imp gal ; 5,800 us gal -rrb- of water per minute from the nile river to adjacent cotton fields . although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . in 1916 shuman was quoted in the media advocating solar energy 's utilization , saying :",when was the interest in solar energy restored ?,"although the outbreak of world war i and the discovery of cheap oil in the 1930s discouraged the advancement of solar energy , shuman 's vision and basic design were resurrected in the 1970s with a new wave of interest in solar thermal energy . "," what discouraged the advancement of solar energy in the 1930s ?

"
1905,solar hot water systems use sunlight to heat water . in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools .,"according to shuman , up to what percentage of domestic hot water can be provided by solar heating systems ?",in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . ," what percentage of domestic hot water use can be provided by solar heating systems in low geographical latitudes ?

"
1906,solar hot water systems use sunlight to heat water . in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools .,what do solar hot water systems use to heat water ?,solar hot water systems use sunlight to heat water . ," what do solar hot water systems use to heat water ?

"
1907,solar hot water systems use sunlight to heat water . in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools .,how much hot water can be produced by solar heating systems in low geographical latitudes ?,in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . ," what percentage of domestic hot water use can be provided by solar heating systems in low geographical latitudes ?

"
1908,solar hot water systems use sunlight to heat water . in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools .,what is a common type of solar water heater ?,the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools . ," what are the three most common types of solar water heaters ?

"
1909,solar hot water systems use sunlight to heat water . in low geographical latitudes -lrb- below 40 degrees -rrb- from 60 to 70 % of the domestic hot water use with temperatures up to 60 °c can be provided by solar heating systems . the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools .,what type of solar water heater is used to heat pools ?,the most common types of solar water heaters are evacuated tube collectors -lrb- 44 % -rrb- and glazed flat plate collectors -lrb- 34 % -rrb- generally used for domestic hot water ; and unglazed plastic collectors -lrb- 21 % -rrb- used mainly to heat swimming pools . ," what are the three most common types of solar water heaters ?

"
1910,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",what was the total capacity of solar hot water systems in 2007 in gigawatts ?,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . "," what is the total installed capacity of solar hot water systems as of 2007 ?

"
1911,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",over 90 % of homes use solar hot water systems in which two countries ?,israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . ," which country has the highest percentage of homes using solar hot water systems ?

"
1912,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",what is the capacity of a solar hot water system ?,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . "," what is the total installed capacity of solar hot water systems as of 2007 ?

"
1913,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",what country is the leader in the implementation of solar powered hot water systems ?,china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . ," what is the installed capacity of solar hot water systems in china ?

"
1914,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",what percentage of households use solar hot water systems in israel and cyprus ?,israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . ," which country has the highest percentage of homes using solar hot water systems ?

"
1915,"as of 2007 , the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt -lrb- gwth -rrb- . china is the world leader in their deployment with 70 gwth installed as of 2006 and a long-term goal of 210 gwth by 2020 . israel and cyprus are the per capita leaders in the use of solar hot water systems with over 90 % of homes using them . in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 .",in what countries is the use to solar hot water used mainly for w = swimming pools ?,"in the united states , canada and australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 gwth as of 2005 . "," what is the dominant application of solar hot water in the united states , canada and australia ?

"
1916,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . solar heating , cooling and ventilation technologies can be used to offset a portion of this energy .",what percentage of energy in commercial buildings comes from hvac systems ?,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . "," what percentage of energy used in commercial buildings is used by hvac systems ?

"
1917,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . solar heating , cooling and ventilation technologies can be used to offset a portion of this energy .",how much energy does an hvac system use in commercial locations ?,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . "," what percentage of energy used in commercial buildings is used by hvac systems ?

"
1918,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . solar heating , cooling and ventilation technologies can be used to offset a portion of this energy .",how much energy does an hvac system use in residential locations ?,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . "," what percentage of energy used in commercial buildings is used by hvac systems ?

"
1919,"in the united states , heating , ventilation and air conditioning -lrb- hvac -rrb- systems account for 30 % -lrb- 4.65 ej/yr -rrb- of the energy used in commercial buildings and nearly 50 % -lrb- 10.1 ej/yr -rrb- of the energy used in residential buildings . solar heating , cooling and ventilation technologies can be used to offset a portion of this energy .",what can be used to balance out a portion of the energy used by hvac systems ?,"solar heating , cooling and ventilation technologies can be used to offset a portion of this energy . "," what percentage of energy used in residential buildings is used for hvac ?

"
1920,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",materials that can be used to store heat are known as what kind of mass ?,thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . ," what is thermal mass ?

"
1921,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",what is thermal mass ?,thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . ," what is thermal mass ?

"
1922,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",what are typical thermal mass material ?,"common thermal mass materials include stone , cement and water . "," what are some common thermal mass materials ?

"
1923,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",how is thermal mass used to keep buildings cool ?,historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . ," what is the purpose of thermal mass ?

"
1924,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",what is a something that determines the size of thermal mass ?,historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . ," what is the purpose of thermal mass ?

"
1925,"thermal mass is any material that can be used to store heat -- heat from the sun in the case of solar energy . common thermal mass materials include stone , cement and water . historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night . however , they can be used in cold temperate areas to maintain warmth as well . the size and placement of thermal mass depend on several factors such as climate , daylighting and shading conditions . when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment .",what does thermal mass reduce the need for ?,"when properly incorporated , thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment . "," what is the purpose of thermal mass ?

"
