,generated question,gold question
5036,What type of waves can the seismologists in this passage use in reverse to image the interior of the Earth?,What types of waves do seismologists use to image the interior of the Earth?
5037,What is the top layer of the earth?,"In the layered model of the Earth, the outermost layer is what? "
5038,What is below the crust and lithosphere?,In the layered model of the Earth there are seismic discontinuities in which layer? 
5039,What type of images can seismologists create in the earth?,Recently a more detailed model of the Earth was developed. Seismologists were able to create this using images of what from the interior of the Earth? 
5040,Who are in the mantle below the crust and lithosphere?,"In the layered model of the Earth, the mantle has two layers below it. What are they? "
5041,What is the advantage of the second scale?,Why is the second timeline needed? 
5042,What is the term for the phase last shown on the fourth scale?,Which timeline is further expanded in the fourth scale?
5043,Who is the latest epoch?,What is the name of the latest epoch?
5044,What is Q considered as the shortest?,The Pleistocene epoch takes place during which period?
5045,What pertains to the formation of faults?,What principle relates to the formation of faults and the age of the sequences through which they cut? 
5046,What is the age of the rocks they cut?,"When rock formations are found on top of a fault that have not been cut, then they must be older or younger than the fault?"
5047,What is found in these situations to help determine whether the fault is a normal fault or a thrust fault?,Finding what helps to determine if a fault is a normal fault or a thrust fault? 
5048,If the formations that were cut are?,Rocks on top of a fault that are cut are always older or younger than the fault itself?
5049,"What foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix?","What foreign bodies, which are older than the rocks themselves, occur igneous rocks?"
5050,These foreign bodies are picked up as what?,Xenoliths are picked up by what and deposited into the matrix of igneous rocks? 
5051,What is the term for the inclusions?,What is another word for inclusions in sedimentary rocks? 
5052,"What is the term for the process by which minerals in sedimentary rocks are picked up as magma or lava flows, and are incorporated?","What is the principle that states that with sedimentary rocks, inclusions must be older than the formation that contains them?"
5053,What is common in sedimentary rocks?,What is something that is often torn up and included in sedimentary rock?
5054,What is the topic of the passage?,Which principle is based on the appearance of fossils in sedimentary rocks?
5055,Who laid out the principle of faunal succession?,Whose principles were the principle of faunal succession built upon?
5056,How is the principle of succession developed?,The fact that not all fossils may be found globally at the same time causes the principle to become what?
5057,Who exists at the same time period throughout the world?,The presence or absence of what can be used to determine the relative age of the formations in which they are found? 
5058,Who published William Smith's theory of evolution?,The principle of faunal succession was developed 100 years before whose theory of evolution?
5059,When was important advancement in geological science facilitated by the ability to obtain accurate absolute dates to geologic events using radioactive isotopes?,When was the ability to use radioactive isotopes to date rock formations developed?
5060,What type of correlation used by geologists to date sections of rock relative to one another?,What type of correlation was used previously to help date rock formations?
5061,"With isotopic dates, geologists could now assign what type of dates?",It is now possible to convert old relative ages into what type of ages using isotopic dating?
5062,"Prior to isotopic dates, geologists could date sections of rock relative to what other thing?",Previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what? 
5063,"With isotopic dates it became possible to assign absolute ages to rock units, and these absolute dates could be applied to what?","When dating rocks, what is the absolute isotopic date applied to?"
5064,Can the following techniques determine the downlift of mountain ranges?,What techniques can be used to determine paleotopography?
5065,What is the term for the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice?,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?
5066,What are used in geochronologic and thermochronologic studies?,What type of ratios are used in geochronologic and thermochronologic studies?
5067,Can absolute age data for sedimentary rock units which do not contain radioactive isotopes and calibrate relative dating techniques?,How can you find the absolute age of sedimentary rock units which do not contain radioactive isotopes?
5068,What type of compression causes the rock to shorten and become thicker?,Rock units become thicker and shorten when placed under this type of compression. 
5069,Where do thrust faults occur?,Where do thrust faults form?
5070,What are the three types of folds?,"When rock folds deep in the Earth it can fold one of two ways, when it buckles upwards it creates what? "
5071,What is the term for the opposite fold?,"When rock folds deep in the Earth it can fold one of two ways, when it buckles downwards it creates what? "
5072,What are the three types of folds?,"If the tops of the rock units within the folds remain pointing upwards, they are called what? "
5073,What causes the rock units as a whole to become longer and thinner?,This causes the rock unit as a whole to become longer and thinner. 
5074,What are the names for the shape of the stretched rocks?,Stretched rocks that pinch into lenses are known by what word? 
5075,Where is the Grand Canyon?,Where can the entire sedimentary sequence of the Grand Canyon be seen in less than the length of a meter?
5076,Rocks at the depth to be ductilely stretched are often also?,Rocks that are a depth where they are ductilely stretched are also often what?
5077,What causes the rock as a whole to become longer and thinner?,What causes rock extension?
5078,What are long planar igneous intrusions?,"What is another word for long, planar igneous intrusions?"
5079,"Where do Dikes, long, planar igneous intrusions, enter along cracks, and therefore often form?",Where do dikes form?
5080,What type of gradients are created by faulting and other deformational processes?,What type of gradients are formed by faulting and other deformational processes?
5081,Who maintains the topographic gradient?,What activity maintains topographic gradients?
5082,What are often also associated with volcanism and igneous activity?,What events are often associated with volcanism and igneous activity?
5083,What type of lava flows dominate the Hawaiian Islands?,The Hawaiian Islands are made up almost entirely of what?
5084,Who is the oldest known rock in the world?,What is the oldest known rock in the world?
5085,What type of rocks has the Grand Canyon?,What type of rock is found at the Grand Canyon?
5086,When were the stacks of sedimentary rocks near the Grand Canyon likely formed?,The rocks at the Grand Canyon have been in place since when?
5087,Who is the oldest known rock in the world?,Where is the oldest known rock in the world located?
5088,Petrology is related to what?,What is petrology?
5089,What is stratigraphy?,What is stratigraphy?
5090,What is structural geology the study of?,What is structural geology?
5091,What type of soil study do geologists sometimes study?, What modern formations do geologists study?
5092,What is the primary reason petrologists do this in the laboratory?,What do petrologists use electron microprobes in the laboratory for?
5093,What are the different types of properties a conoscopic lens can detect?,What properties are analyzed with a conoscopic lens by petrologists? 
5094,What type of investigations provides the insight into the stabilt and radioactive isotopes studies?,Stable and radioactive isotope studies provide insight into what?
5095,Where do petrologists work?,Petrologists identify rock samples in the field and where else? 
5096,What type of microscope is the optical mineralogy analysis done on?,What type of microscope is used by petrologists?
5097,"What type of experiments can Petrologists perform to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes?",How else can petrologists understand the pressures at which different mineral phases appear?
5098,What type of experiments can Petrologists perform to understand the temperatures and pressures?,How else can petrologists understand the temperature at which different mineral phases appear?
5099,What type of processes can Petrologists be extrapolated to the field?,Data from physical experiments can be extrapolated to the field to understand what processes? 
5100,Who uses Microscopes to observe the fabric within the rocks?,What type of geologists give information about strain within the crystalline structure of the rocks?
5101,What type of analyses does the structural geologist use in order to observe the fabric within the rocks?,How do structural geologists observe the fabric within the rocks?
5102,What do structural geologists do to get a better understanding of the orientations of faults and folds?,"In order to better understand the orientations of faults and folds, structural geologists do what with measurements of geological structures?"
5103,What type of experiments do the structural geologists perform in large and small settings?,What kind of experiments of rock deformation do structural geologists perform?
5104,What are zones in which mountains are built along convergent tectonic plate boundaries called?,Zones in which mountains are built along convergent tectonic plate boundaries are called what?
5105,Which experiments in structural geology are most well-known?,What are among the most well known experiments in structural geology? 
5106,What are horizontal layers pulled along a lower surface into a back stop?,Horizontal layers of what are pulled along a surface into a back stop in analog versions of orogenic wedge experiments?
5107,What is the characteristic of the orogenic wedge?,What does critically tapered mean? 
5108,Who are usually considered as the better options?,"Which is more sophisticated, numericals model or an analog models of orogenic wedges? "
5109,Who analyzes samples of stratigraphic sections that can be returned from the field?,The analysis of stratigraphic sections such as drill cores is done by who?
5110,What type of surveys shows the locations of stratigraphic units in the subsurface?,What type of surveys show the location of stratigraphic units in the subsurface?
5111,What type of data can be used to produce a better version of the sub surface?,What can be combined with geophysical data to produce a better view of the subsurface?
5112,Who usually uses the data to combine to produce a better version of the sub surface?,What tool do stratigraphers use to see their data in three dimensions?
5113,What are the three types of extractions that stratigraphers can find?,Stratigraphers try to locate areas for what types of extraction? 
5114,Why do geochronologists precisely date rocks within the stratigraphic section?,Why is it important to precisely date rocks within the stratigraphic section? 
5115,Who analyzes rock samples from outcrop and drill cores for the fossils found in them?,Who analyzes rock samples from drill cores in the lab? 
5116,Who looks for signs of magnetic reversals in igneous rock units within the drill cores?,What types of scientists looks for signs of magnetic reversals in igneous rocks within the drill cores?
5117,Who precisely date rocks within the stratigraphic section in order to provide better absolute bounds on the timing and rates of deposition?,"Who dates rocks, precisely, within the stratigraphic section?"
5118,Who is thought to have played a role in the development of the science of geology?,Fielding H. Garrison believes that the science of geology can be traced to where?
5119,Who was one of the earliest Persian geologists?,"Living from 973–1048 CE he was one of the earliest Persian geologists, what was his name?"
5120,Who was in China at the end of the 1800s?,"In China, this person inferred that the land was formed by erosion of the mountains and by silt deposition, what was his name?"
5121,Who provided an essential foundation for the later development of the science?,"This person proposed explanations for the origins of earthquakes and the formation of mountains, what was his name?"
5122,Whose observation led to Shen Kuo's hypothesis on whether the land was formed by erosion of the mountains and by deposition of silt?,What prompted Shen Kuo to believe the land was formed by erosion of the mountains?
5123,Who presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh?,Who is viewed as the first modern geologist?
5124,What is the name of the paper James Hutton presented to the Royal Society of Edinburgh in 1785?,In 1785 James Hutton presented what paper to the Royal Society of Edinburgh?
5125,When was Hutton's two-volume version of his ideas published?,James Hutton published a 2 volume version of his theories in what year?
5126,Whose theory is the author stating?,What was the main idea of James Hutton's paper?
5127,Who produced the first geological map of the US in 1809?,Who produced the first geological map of the U.S.?
5128,When was the first geological map of the US produced?,In what year was the first geological map of the U.S. produced?
5129,When did William Maclure start making a geological survey of the United States?,In what year did William Maclure begin the process of creating the first geological map of the U.S.?
5130,What is the name of the memoir William Maclure submitted to the American Philosophical Society?,What was the memoir entitled which was submitted to the American Philosophical Society?
5131,Who submitted William Maclure's unaided labours to?,To whom did William Maclure submit the map?
5132,What books did Charles Lyell publish first?,First published by Sir Charles Lyell in 1830 this book was called what? 
5133,What theory states that slow geological processes have occurred throughout the earth's history?,What doctrine did the doctrine of the Principles of Geology successfully promote?
5134,What theory states that slow geological processes have occurred throughout the earth's history?,"Which theory states that slow geological processes are still occurring today, and have occurred throughout Earth's history?"
5135,"What is the term for the theory that Earth's features formed in single, catastrophic events and remained unchanged afterwards?",Which theory states that Earth's features remained unchanged after forming in one single catastrophic event?
5136,Who was the recipient of the book Principles of Geology that influenced the belief of Charles Lyell?,Which famous evolutionist was influenced by the book Principles of Geology?
5137,How many miles south of Edinburgh is Newcastle?,How many miles south of Edinburgh is Newcastle?
5138,How many miles from the North Sea is Newcastle?,How many miles from the north Sea is Newcastle?
5139,Who is Newcastle considered as part of?,What network is Newcastle a member of?
5140,Who was Newcastle considered part of until 1400?,What county was Newcastle a part of until 1400?
5141,Who is the regional nickname and dialect for people from Newcastle and the surrounding area?,What's the regional nickname for Newcastle and its surrounding area?
5142,Who was the brother of the city builder?,Who built a castle in Newcastle in 1080?
5143,What type of trade was the city a major centre for in the 14th century?,What trade was the city an important center of in the 14th century?
5144,What type of mining activity was found in Newcastle?,What resource was mined in the Newcastle area?
5145,When finally did the port develop?,What century was Newcastle's port developed in?
5146,What is the most popular half marathon in Newcastle?,What globally popular half marathon began in 1981?
5147,Who was the first recorded settlement in what is now Newcastle?,What was the first recorded settlement in what became Newcastle?
5148,What river was Pons Aelius across?,What river was there originally a bridge across in Roman times?
5149,Who was the population of the city prior to the formation of Pons Aelius?,What was the estimated population of Pons Aelius around the 2nd century?
5150,Whose Wall is the city of Newcastle named after?,Whose wall has fragments visible in places around Newcastle even today?
5151,Who invaded the area the Wall encircled?,What tribes were the Romans fearful would invade from the North?
5152,Who was Newcastle considered as the country's southern half?,Newcastle served as a northern fortress for which country during the Middle Ages?
5153,Who finally grants the charter to Newcastle?,Who granted Newcastle a new charter in 1589?
5154,How high was the stone wall from Newcastle?,How high was the stone wall built around Newcastle in the 13th century?
5155,Who was imprisoned in Newcastle?,What was the name of the King of the Scots?
5156,How many times was Newcastle successful defended?,How many times did Newcastle fight off the Scots during the 14th century?
5157,What was the royal act restricting shipments of?,What did a 1530 royal act restrict shipments of?
5158,Who got the monopoly from a royal act?,What was the cartel of Newcastle burgesses known as?
5159,"What does the phrase mean the phrase ""taking coals to Newcastle""?","What does the phrase ""taking coals to Newcastle"" mean?"
5160,Who was Timothy Dexter?,What was the American Timothy Dexter widely regarded as?
5161,Who was the merchants plotting to harm Timothy Dexter?,What did the merchants of Newcastle plot to do to Timothy Dexter?
5162,Who owned the keelmen?,Who did the keelmen live with in a tight-knight community east of Newcastle?
5163,What type of vessels were the keelmen working on?,How was coal transferred from the river banks to colliers? 
5164,How many dead people from the 1630s died in Newcastle?,How many folks died of plague in Newcastle in the 1630s?
5165,Who died in the 1636 epidemic?,What percentage of Newcastle's population was culled by the plague?
5166,How many percent of the people from Newcastle died?,The epidemic in Newcastle was the most what in any British city at the time?
5167,Who finally took the city after a siege?,Who did the North declare for during the English civil war?
5168,Who finally captured the reinforced fortification on the Lawe in South Shields following a siege?,Who was Cromwell's allies?
5169,What was the name of the roaring drummes?,What was roaring as Newcastle was stormed?
5170,Who finally captured the reinforced fortification on the Lawe in South Shields following a siege?,What does Fortiter Defendit Triumphans mean?
5171,Who was imprisoned in Newcastle?,Who was imprisoned in Newcastle by the Scots in 1646 through 1647?
5172,What was the result of the industrial revolution?,What did the Industrial Revolution cause to happen to Newcastle?
5173,Who was the largest pottery company in the world?,What was the largest pottery company in the world in 1817?
5174,What was the first city to be lit up by incandescent light?,Newcastle was one of the first cities in the world to have what innovation?
5175,What was the result of the city's shipbuilding and heavy engineering?,What were shipbuilding and engineering important to Newcastle for in the 19th century?
5176,Whose invention led to the revolution of marine propulsion and the production of cheap electricity?,What did Charles Parsons invent?
5177,What type of street layout does Newcastle retain?,What type of layout does Newcastle's streets have in many parts?
5178,What type of alleys are there?,What are chares?
5179,What is the only building listed from last to last in this passage?,What runs from the riverside to higher parts of the city center?
5180,What type of buildings are the structures dating from the 15th–18th centuries?,"What kind of buildings are in the towns of Close, Sandhill and Quayside?"
5181,"What type of restaurant is the house ""House of Tides""?",What is the House of Tides?
5182,What is the neoclassical centre in Newcastle referred to as?,What has recently undergone extensive restoration?
5183,Who described Newcastle as best-looking city?,What did John Dobson describe Newcastle as?
5184,Who was named the best-looking street in 2005 in a survey of BBC Radio 4 listeners?,What street does Nikolaus Pevsner think is one of the finest in England?
5185,When was Grainger Town demolished?,When was a part of Grainger Town destroyed?
5186,What was the Eldon Square shopping Centre?,What is in Eldon Square?
5187,Who is the only green space in Newcastle?,What's the name of the green space north of the center of Newcastle?
5188,What do the freemen of the city have to do on the Town Moor?,What an the freeman of Newcastle do with their cows on the Town Moor?
5189,Who is said to be the largest travelling funfair in Europe?,What is said to be the largest travelling funfair in Europe?
5190,When is the Hoppings funfair?,When is the funfair held in Newcastle?
5191,Who has the right to graze cattle on the Town Moor?,What honorary title does Bob Geldof hold?
5192,What type of improvements has the city of Newcastle had in terms of the port?,What has replaced the former shipping premises?
5193,"Who was the organisation that the innovative tilting bridge, the Gateshead Millennium Bridge was commissioned by?",Who commissioned the Gateshead Milennium Bridge?
5194,Who designed The Sage Gateshead music centre?,Who designed the Sage Gateshead music center?
5195,What type of promotion is the Newcastle and Gateshead Quayside?,Why have Newcastle and Gateshead linked together under a common banner?
5196,How many days was the temporary Bambuco Bridge in 2008?,How many days did the River Tyne have the Bambuco Bridge?
5197,Who is the historic heart of Newcastle?,What is the historic heart of Newcastle?
5198,When was the area established?,When was Richard Grainger actively building and developing?
5199,How many stories are the buildings from Grainger Town?,How high are many of the buildings with turrets?
5200,How many buildings are listed?,How man of Grainger Town's 450 buildings are listed?
5201,Who was the earlier market the Grainger Market replaced?,What earlier market did the Grainger Market replace?
5202,When was the Grainger Market opened?,When did Newcastle's first indoor market open?
5203,Who attended the grand dinner at Grainger Market?,How many guests attended the dinner celebrating the opening of the Grainger Market?
5204,What piece of art shows the Grainger market opening?,How is the opening of the Grainger Market documented in the Laing Art Gallery?
5205,Who listed the Grainger Market architecture?,Who listed the Grainger Market architecture as grade 1 in 1954?
5206,What type of climate is the climate in Newcastle?,What's the climate like in Newcastle?
5207,What type of influence does the Gulf Stream have?,What kind of influence does the Gulf Stream exert on Newcastle?
5208,What is in the rain shadow of the North Pennines?,What type of shadow does the North Pennines cast?
5209,When was the highest temperature recorded from Newcastle Weather Centre?,When was the coldest temperature in Newcastle recorded?
5210,"Who has milder winters and cooler summers, similar to the remainder of the British Isles?",What area is Newcastle's milder winters and cooler summers most similar to?
5211,When was Newcastle considered ninth in retail centre expenditure league of the UK?,What year was Newcastle ninth in retail expenditures?
5212,Who is the largest city centre shopping complex?,What is one of the largest city center shopping complexes in the UK?
5213,Who is the world's first department store?,What department store is thought to be the first in the world?
5214,How did Bainbridge’s official ledgers report revenue?,How did Brainbridge's official ledgers report revenue?
5215,"When was the wing of the centre, including the undercover Green Market, near Grainger Street demolished?",What year was the new bus station in Newcastle officially opened?
5216,What type of activity is the Grainger market?,What type of destination is the area around Grey's Monument?
5217,What type of area is the city centre?,Gosforth and Byker are the largest shopping areas of what type?
5218,Who owns the largest store in the United Kingdom?,The largest brand of what store in the UK is located in Kingston Park?
5219,Who is the largest indoor shopping centre in Europe?,What is the name of the largest indoor shopping centre in Europe?
5220,Who is the largest indoor shopping centre in Europe?,Where is the MetroCentre located?
5221,Who was the dominant housing form from the industrial centres in Tyneside?,What was the dominant housing template when industrial centres were growing the fastest?
5222,What type of buildings were the Tyneside flats built as?,What were Tyneside flats built as?
5223,Who recreated the Tyneside flat?,Where is this housing style being developed recently?
5224,Who were Cany Ash and Robert Sakula?,What profession are Cany Ash and Robert Sakula?
5225,Cany Ash and Robert Sakula were attracted by the possibilities of what?,What can be achieved without building high or getting rid of common areas?
5226,How many percent did detached homes increase in the 2010 Census?,What proportion did detached homes rise in 2010?
5227,How many percent was the proportion of converted or shared houses in 2011?,Where does the proportion of shared and converted houses in 2011 put this dwelling type in the color-coded brackets?
5228,"What is the rephrasing of ""arguably overinflated""?",What type of markets is the dwelling type below?
5229,Who is one of few authorities to see the proportion of detached homes rise in the 2010 Census?,Harrogate market is in the local what?
5230,Who is the only local authority from which the proportion of converted or shared houses in 2011 renders this dwelling type within the highest of the five colour-coded brackets?,"What market other than Harrogate, Cheltenham, Bath, inner London, Hastings and Brighton is overinflated?"
5231,When was the UK Government's returned census information?,"The population of Newcastle was 189,863 according to what year's census?"
5232,"Who is the borough the city of Newcastle had a population of around 259,000 according to the UK Government's returned 2001 census information?","Which borough of Newcastle had a population around 259,000?"
5233,Who is in the large student population in Newcastle?,Newcastle is home to a large population of what type of person?
5234,Who are in the local area with a large student population?,There are two of what type of institution in Newcastle?
5235,What is Newcastle considered as home to?,Jesmond and Heaton are areas filled predominantly with what?
5236,How many percent of residents are from non-UK countries?,What is the average age of people who live in Newcastle?
5237,Who are the people in the city likely to have in Scotland or Ireland?,Scottish or Irish describe the type of what people in Newcastle have?
5238,What is the most prominent surname in Newcastle?,What type of surnames is their a strong presence of?
5239,How many bolivans are estimated to be living in Newcastle?,What is the smallest number of Bolivians it's estimated live in Newcastle?
5240,How many percent of the people from Bolivia are living in Newcastle?,What percentage of Newcastle's population is it believed the Bolivians account for?
5241,What dialect of Newcastle is known as?,What is the dialect of Newcastle known as?
5242,Who conquered England after end of Roman Imperial rule?,Who conquered much of England after the end of Roman imperial rule?
5243,How many elements does the Geordie dialect retain?,What does the Geordie dialect keep of the older language which came before it?
5244,Whose pronunciation is the opposite of the former?,Strang is an Anglo-Saxon word which means what in modern English?
5245,"What is the equivalent of the Anglo-Saxon word ""burn""?",Would word means burn in the Anglo-Saxon language?
5246,Where are the origins of Geordie words?,"""Bairn"" and ""hyem"" have origins from what culture?"
5247,Where are some words used in the Geordie dialect used elsewhere?,Where are some words from the Geordia dialect used?
5248,"Whose language is the words ""bonny"" and ""howay"" most likely used in?","What folks are likely to use words like ""howay"" and ""hadaway""?"
5249,How many words are used exclusively in Newcastle?,What appears to be used exclusively in Newcastle and surrounding areas?
5250,"Who spoke the language that the words ""bonny"" and ""howay"" were translated into?","What language does ""hoy"" originate from?"
5251,What was published at an early february 2007 date?,What was published in February of 2007?
5252,Who was named the noisiest city in the whole of the UK?,What was Newcastle named as the most type of city in the UK?
5253,How many decibels was Newcastle loud?,What's the average decibel level of noise in Newcastle?
5254,What long-term impact would noise levels have on the health of the city's residents?,What type of impact can the residents of Newcastle expect the city's noise to have on them?
5255,Who was included in the report from Newcastle?,What was one location the noise readings in Newcastle were taken at?
5256,Who is famous for their alcohol?,What is referred to as the Diamond Strip?
5257,"What type of complex consisted of bars, upmarket clubs, restaurants and a 12-screen Empire multiplex cinema?","What is ""The Gate""?"
5258,How many screens does an Empire multiplex cinema have in The Gate multiplex?,How many screens does the Empire muliplex cinema have?
5259,Who is Newcastle's gay scene?,What's the name of Newcastle's gay club scene?
5260,What are in the Pink Triangle?,What does the Pink Triangle have a range of?
5261,What type of activity has the city got a proud history of?,What does Newcastle have a proud history of?
5262,"Who successfully managed the original Theatre Royal, Newcastle?",Who managed the original Theatre Royal in Newcastle?
5263,How many seasons did Stephen Kemble guide the theatre through?,What did Stephen Kemble guide the Theatre Royal through?
5264,When was the original Theatre Royal in Newcastle opened?,When did the theater in Newcastle originally open?
5265,Who was the replacing theatre?,On what street was the Theatre Royal's replacement built?
5266,What type of cultural activity does NewcastleGateshead have?,What does Newcastle still contain many of?
5267,Who is the largest theatre?,What first opened in 1837?
5268,Who has performed at the theatre for over 25 years?,What company has been hosted at the Theatre Royal for over 25 years?
5269,Who is in the shows at other venues?,What do other smaller venues of Newcastle tend to feature?
5270,Who was Newcastle Gateshead voted as?,What was NewcastleGateshead voted in 2006?
5271,Who is the largest library outside of London?,What is the largest independent library outside of London?
5272,How many CDs does the Music Library contain?,How many CDs does Newcastle's library have?
5273,Who designed the school library?,What was the last name of the designers of Newcastle's library?
5274,What type of room at the building was lit by electric light?,What was the first public building to be lit by electric light in Newcastle?
5275,Who was the Speaker at the lecture theatre?,Who lectured at the Newcastle library on the 20th of October in 1880?
5276,Who organizes the March event?,What festival takes place in April in Newcastle?
5277,When is the Evolution Festival?,When is the Evolution Festival hosted?
5278,What type of festival is the AV Festival?,How often is the AV Festival held?
5279,Who organizes the Newcastle Beer Festival?,What is the festival of food and drink known as?
5280,How many months after March the AV Festival takes place?,How many weeks each year does the food and drink festival run?
5281,Who is the largest travelling fair in Europe?,What is the largest traveling fair in Europe?
5282,When does The Hoppings happen?,When does the largest traveling fair in Europe take place?
5283,Who started the Hoppings?,What movement did the fair held in June have its origins in?
5284,What type of event is the Northern Rock Cyclone?,What type of festival is The Northern Rock Cyclone?
5285,Who is in the middle of their festival?,Which festival is held in Newcastle's Gay Community in mid-July?
5286,Who is the cultural festival the city holds?,What is an annual two-day multicultural event held in Newcastle in late August?
5287,Who is hosting the 2009 event?,Where will the 2009 International Arts Fair be held?
5288,Who is in the fall event from 2009?,What festival is held in October in Newcastle?
5289,Who is the cultural festival the Samaj Festival is in?,What cultural festival is the SAMA festival?
5290,Who holds an annual International Arts Fair?,Who holds an annual International Arts Fair in Newcastle?
5291,Indisfarne are from what genre?,What genre of music is Lindisfarne classified as?
5292,When was their most famous song from Lipisfarne 'Fog on the Tyne'?,What year was the song Fog on the Tyne released?
5293,Who is reckoned by many to be the originators of black metal?,What band is considered by many to be the first black metal group?
5294,Who is the band that the former lead guitarist of Duran Duran was in?,What band is often regarded as the first folk metal group?
5295,Who was the lead guitarist of whose band?,What group is Newcastle native Andy Taylor the former lead guitarist of?
5296,When was the Pilgrim Street building refurbished?,Between what dates was the building on Pilgrim Street refurbished? 
5297,Where was the cinema relocated from prior to June 2008?,Where was a cinema relocated while repairs were underway?
5298,How many cinemas does the site currently house?,How many cinemas are currently housed at one site?
5299,Who is the last surviving news cinema?,What's the name of the United Kingdom's sole remaining news cinema?
5300,What is the only building at the location?,Where is the Tyneside Bar located?
5301,Who is the only museum listed from last?,Where is the Science Village located?
5302,What is the focus of the Discovery Museum?,What does the Discovery Museum draw attention to?
5303,What type of heritage does the Discovery Museum tell about?,What type of heritage does Tyneside have?
5304,When was the Newcastle on Tyne Museum of Antiquities merged with the Great North Museum?,What year saw the merger of two museums in Newcastle?
5305,Who is the only museum dedicated to children's books?,What museum in Newcastle is dedicated to children's books?
5306,Who was the earliest known movie featuring some exterior scenes filmed in the city?,What is the earliest known movie featuring scenes filmed outdoors in Newcastle?
5307,Who was the 1971 film the city was backdrop to?,What 1971 film was shot on location in Newcastle?
5308,What type of films was the city backdrop to?,What genre of film was the 1988 film Stormy Monday?
5309,Who directed the 1988 film noir thriller Stormy Monday?,Who directed Stormy Monday?
5310,Who star in the 1988 film noir thriller Stormy Monday?,What famous musician starred in Stormy Monday?
5311,Where is Newcastle's horse racing course?,Where is Newcastle's horse racing course located?
5312,Who is the basketball team at Newcastle?,What is the name of Newcastle's basketball team?
5313,Who is the team that play their home games at Brough Park in Byker?,What's the name of Newcastle's speedway team?
5314,Who is the team's home park?,Where can you see greyhound racing in Newcastle?
5315,Who is the most successful basketball team in the UK?,What famous 5.9-mile athletic event takes place annually in Newcastle in June?
5316,How many miles from the city centre is Newcastle International Airport?,How far is Newcastle's airport from the center of town?
5317,Who connects the airport to city center?,How is Newport's airport connected to the city?
5318,How long does the journey to city centre take?,How long does it take to get to the middle of Newcastle from its outskirts when riding the rails?
5319,How many passengers does the airport handle every year?,How many passengers per year does Newcastle's airport handle?
5320,How many destinations are available worldwide from Newcastle International Airport as of 2007?,How many destinations are available worldwide from Newcastle's airport?
5321,What architectural style was enhanced at the station?,What was enhanced in 2014?
5322,How many Grade One listed railway stations are there in the UK?,How many Grade One listed railway stations are in the UK?
5323,Who was Queen at the time of construction?,What Queen opened the first covered railway station in the world?
5324,Who was the architect who designed the station?,Who constructed Newcastle's station?
5325,Who is the other mainline station in the city?,What mainline station is to the east of the city center?
5326,How often do the trains leave from Virgin Trains East Coast?,How often do trains journey to King's Cross?
5327,How many hours will it take from Durham to London King's Cross?,How many hours can one expect to ride the train from Newcastle to King's Cross?
5328,Who is the only city the train operator covers near Glasgow?,Where do all trains going to Scotland stop at?
5329,"Who serves destinations in Yorkshire, the Midlands and the South West?",Whose trains serve destinations in Yorkshire?
5330,Who provides local and regional services?,Which train company provides local and regional services?
5331,Who serves the city as the city is served by?,What underground railways cover much of Tyne and Wear?
5332,How many phases was the underground train system opened in?,How many phases was the Metro opened in between 1980 and 1984?
5333,What type of tunnels were used to travel through Newcastle city centre?,What type of tunnels are constructed through Newcastle's city center?
5334,What was built between Newcastle and Gateshead?,What did Queen Elizabeth II open in Newcastle in 1981?
5335,How many passengers use the underground train every year?,How many passengers a year does the rail network in Newcastle carry?
5336,What is the name of the programme enforcing smart ticketing?,What is the name of the current refurbishment the system is undergoing?
5337,What is the system being replaced with?,What does the replacement of the ticket machines and introduction of ticket gates herald the transition to?
5338,What are all the trains being overhauled to prepare for?,What is being overhauled as part of the improvement works?
5339,What is included in Longer term plans?,What will be obtained as part of longer term plans for improvements to Newcastle's train system?
5340,"What type of trains would the routes to Newcastle's west end, to the Cobalt business park in North Tyneside, to the Metrocentre in Gateshead need to utilize?",What type of train would some of the proposed new routes require?
5341,What is the only major road from Newcastle to London?,What major Newcastle road stretches from Edinburgh to London?
5342,Who heads past Newcastle Airport?,What Newcastle road heads west to Carlisle?
5343,"Who heads south to Gateshead, Chester-le-Street, Durham and Darlington?",What's the nickname for Newcastle's A167?
5344,Who are the major roads?,What was renumbered in Newcastle upon completion of the Western Bypass?
5345,What was increased at the same time as the Western Bypass?,What was increased in November 2011?
5346,How many main bus companies are there in Newcastle?,How many bus companies provide service to the city of Newcastle?
5347,How many major bus stations are in the city?,How many major bus stations are in the city of Newcastle?
5348,Who is the primary operator in the city?,Who is Newcastle's primary bus operator in the city proper?
5349,Who coordinates the buses at Haymarket?,What is Nexus?
5350,Who operates from Eldon Square Bus Station?,What bus company in Newcastle provides the majority of services south of the river?
5351,When was Newcastle first developed the cycling strategy?,What year did Newcastle first develop its cycling strategy?
5352,What is the goal of the council social aims and objectives for cycling?,What does the local council hope will help cut down traffic congestion in Newcastle?
5353,What type of lifestyle does the council want to promote?,What type of living does cycling promote?
