,context,question,answers,res
867,"Walt Disney and his brother Roy contacted Goldenson at the end of 1953 for ABC to agree to finance part of the Disneyland project in exchange for producing a television program for the network. Walt wanted ABC to invest $500,000 and accrued a guarantee of $4.5 million in additional loans, a third of the budget intended for the park. Around 1954, ABC agreed to finance Disneyland in exchange for the right to broadcast a new Sunday night program, Disneyland, which debuted on the network on October 27, 1954 as the first of many anthology television programs that Disney would broadcast over the course of the next 50 years.",In what year did ABC agree to finance Disneyland?,1954, When did 
868,"Walt Disney and his brother Roy contacted Goldenson at the end of 1953 for ABC to agree to finance part of the Disneyland project in exchange for producing a television program for the network. Walt wanted ABC to invest $500,000 and accrued a guarantee of $4.5 million in additional loans, a third of the budget intended for the park. Around 1954, ABC agreed to finance Disneyland in exchange for the right to broadcast a new Sunday night program, Disneyland, which debuted on the network on October 27, 1954 as the first of many anthology television programs that Disney would broadcast over the course of the next 50 years.",What was the first Disney program televised on ABC as a result of the Disney-ABC agreement?,Disneyland, What was the name of the first television program that Disney produced for 
869,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations. The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content. In August 1970, Shaw announced that ABC FM's music choice policy should be reviewed to allow listeners access to many styles of music.",Who lead the 1968 special programming for ABC Radio's FM stations?,Allen Shaw, Who was the former program manager at WCFL in Chicago who was approached by 
870,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations. The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content. In August 1970, Shaw announced that ABC FM's music choice policy should be reviewed to allow listeners access to many styles of music.",Who was the ABC Radio president in 1968?,Harold L. Neal, Who was the president of 
871,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations. The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content. In August 1970, Shaw announced that ABC FM's music choice policy should be reviewed to allow listeners access to many styles of music.",What was the name for the new radio concept designed by Allen Shaw?,LOVE Radio, What was the new concept called that was launched on 
872,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations. The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content. In August 1970, Shaw announced that ABC FM's music choice policy should be reviewed to allow listeners access to many styles of music.",How many ABC music stations were owned-and-operated in 1968?,seven, How many FM stations did 
873,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",In what year did ABC launch the Movie of the Week?,1969, When did 
874,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",For which ABC Movie of the Week film did Steven Spielberg first gain success?,Duel," What was the 1971 film directed by Steven Spielberg?

"
875,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",When did the Steven Spielberg movie Duel first debut?,1971," In what year did Steven Spielberg gain early success through the showcase for his film Duel?

"
876,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",What was the average budget for ABC Movie of the Week films?,"$400,000–$450,000"," What was the average budget of the Movie of the Week?

"
877,"In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.",In what decade did ABC finish transitioning to color?,early 1970s, When did 
878,"In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.",The 1970s allowed which network to move in to first place in the ratings?,ABC," What network was the first to complete its transition to color?

"
879,"In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.",What kind of data did ABC begin using in the 1970s to better target ads and programming for certain audiences?,behavioral and demographic data, What did 
880,"In 1970, ABC debuted Monday Night Football as part of its Monday prime time schedule; the program became a hit for the network and served as the National Football League (NFL)'s premier game of the week until 2006, when Sunday Night Football, which moved to NBC that year as part of a broadcast deal that in turn saw MNF move to ESPN, took over as the league's marquee game. According to Goldenson, Monday Night Football helped earn ABC regularly score an audience share of 15%–16%; ABC Sports managed the budget for the Monday night time slot to reallocate the weekly budget for ABC's prime time schedule to just six days, as opposed to seven on competing networks. 1970 also saw the premieres of several soap operas including the long-running All My Children, which ran on the network for 41 years.",What football program was debuted by ABC in 1970?,Monday Night Football, What was the name of the program that helped 
881,"In 1970, ABC debuted Monday Night Football as part of its Monday prime time schedule; the program became a hit for the network and served as the National Football League (NFL)'s premier game of the week until 2006, when Sunday Night Football, which moved to NBC that year as part of a broadcast deal that in turn saw MNF move to ESPN, took over as the league's marquee game. According to Goldenson, Monday Night Football helped earn ABC regularly score an audience share of 15%–16%; ABC Sports managed the budget for the Monday night time slot to reallocate the weekly budget for ABC's prime time schedule to just six days, as opposed to seven on competing networks. 1970 also saw the premieres of several soap operas including the long-running All My Children, which ran on the network for 41 years.",When did Sunday Night Football premiere on NBC?,2006," When did Sunday Night Football take over as the NFL's marquee game?

"
882,"In 1970, ABC debuted Monday Night Football as part of its Monday prime time schedule; the program became a hit for the network and served as the National Football League (NFL)'s premier game of the week until 2006, when Sunday Night Football, which moved to NBC that year as part of a broadcast deal that in turn saw MNF move to ESPN, took over as the league's marquee game. According to Goldenson, Monday Night Football helped earn ABC regularly score an audience share of 15%–16%; ABC Sports managed the budget for the Monday night time slot to reallocate the weekly budget for ABC's prime time schedule to just six days, as opposed to seven on competing networks. 1970 also saw the premieres of several soap operas including the long-running All My Children, which ran on the network for 41 years.","When Sunday Night Football premiered, to which network did Monday Night Football move?",ESPN," What network did Monday Night Football move to in 2006?

"
883,"In 1970, ABC debuted Monday Night Football as part of its Monday prime time schedule; the program became a hit for the network and served as the National Football League (NFL)'s premier game of the week until 2006, when Sunday Night Football, which moved to NBC that year as part of a broadcast deal that in turn saw MNF move to ESPN, took over as the league's marquee game. According to Goldenson, Monday Night Football helped earn ABC regularly score an audience share of 15%–16%; ABC Sports managed the budget for the Monday night time slot to reallocate the weekly budget for ABC's prime time schedule to just six days, as opposed to seven on competing networks. 1970 also saw the premieres of several soap operas including the long-running All My Children, which ran on the network for 41 years.",What kind of audience share did MNF allow ABC to attain according to Goldenson?,15%–16%, What was the audience share of 
884,"In 1970, the FCC voted to pass the Financial Interest and Syndication Rules, a set of regulations aimed at preventing the major networks from monopolizing the broadcast landscape by barring them from owning any of the prime time programming that they broadcast. In 1972, the new rules resulted in the company's decision to split ABC Films into two separate companies: the existing Worldvision Enterprises, which would produce and distribute programming for U.S. syndication, and ABC Circle Films as a production unit. Worldvision was sold to a consortium of ABC executives for nearly $10 million.",In what year did the FCC vote for the Financial Interest and Syndication Rules?,1970," When did the FCC vote to pass the Financial Interest and Syndication Rules?

"
885,"In 1970, the FCC voted to pass the Financial Interest and Syndication Rules, a set of regulations aimed at preventing the major networks from monopolizing the broadcast landscape by barring them from owning any of the prime time programming that they broadcast. In 1972, the new rules resulted in the company's decision to split ABC Films into two separate companies: the existing Worldvision Enterprises, which would produce and distribute programming for U.S. syndication, and ABC Circle Films as a production unit. Worldvision was sold to a consortium of ABC executives for nearly $10 million.",What year did the Financial Interest and Syndication rules result in ABC's decision to split ABC Films into two companies?,1972, When did the new rules result in the company's decision to split 
886,"In 1970, the FCC voted to pass the Financial Interest and Syndication Rules, a set of regulations aimed at preventing the major networks from monopolizing the broadcast landscape by barring them from owning any of the prime time programming that they broadcast. In 1972, the new rules resulted in the company's decision to split ABC Films into two separate companies: the existing Worldvision Enterprises, which would produce and distribute programming for U.S. syndication, and ABC Circle Films as a production unit. Worldvision was sold to a consortium of ABC executives for nearly $10 million.",Which new subdivision of ABC films produced programming for U.S. syndication?,Worldvision Enterprises, What was the name of the company that was sold to a consortium of 
887,"In April 1970, Congress passed the Public Health Cigarette Smoking Act which banned cigarette advertising from all television and radio networks, including ABC, when it took effect on January 2, 1971. Citing limited profitability of its cinemas, ABC Great States, the Central West division of ABC Theatres, was sold to Henry Plitt in 1974. On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",What did the Public Health Cigarette Smoking Act ban?,cigarette advertising from all television and radio networks, What was banned by the Public Health Cigarette Smoking 
888,"In April 1970, Congress passed the Public Health Cigarette Smoking Act which banned cigarette advertising from all television and radio networks, including ABC, when it took effect on January 2, 1971. Citing limited profitability of its cinemas, ABC Great States, the Central West division of ABC Theatres, was sold to Henry Plitt in 1974. On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",When did the ban on cigarette advertising take effect for television networks?,"January 2, 1971", When did the Public Health Cigarette Smoking 
889,"In April 1970, Congress passed the Public Health Cigarette Smoking Act which banned cigarette advertising from all television and radio networks, including ABC, when it took effect on January 2, 1971. Citing limited profitability of its cinemas, ABC Great States, the Central West division of ABC Theatres, was sold to Henry Plitt in 1974. On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",Who was ABC Great States sold to in 1974?,Henry Plitt, Who bought 
890,"In April 1970, Congress passed the Public Health Cigarette Smoking Act which banned cigarette advertising from all television and radio networks, including ABC, when it took effect on January 2, 1971. Citing limited profitability of its cinemas, ABC Great States, the Central West division of ABC Theatres, was sold to Henry Plitt in 1974. On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",Who was named the president and CEO of ABC after Goldenson suffered a heart attack?,Elton Rule, Who was named President and Chief Operating Officer of 
891,"In the early 1970s, Michael Eisner, who joined ABC in 1966, became the network's program development manager. He helped bring about ideas for many series including Happy Days (which originated as a segment on the anthology series Love, American Style), as well as several soap operas; however, Eisner's main credit at ABC was for developing youth-oriented programming. He was responsible for reacquiring the rights to the Looney Tunes-Merrie Melodies library, bringing the shorts back to ABC after spending several years on CBS, as well as developing The Jackson 5ive animated series and a series about the Osmonds, and greenlighting Super Friends, based on DC Comics' Justice League of America series. Eisner left ABC in 1976 to become president of Paramount Pictures (and would later become the President of ABC's eventual parent company, Disney).",When did Michael Eisner first join ABC?,1966, When did Michael Eisner join 
892,"In the early 1970s, Michael Eisner, who joined ABC in 1966, became the network's program development manager. He helped bring about ideas for many series including Happy Days (which originated as a segment on the anthology series Love, American Style), as well as several soap operas; however, Eisner's main credit at ABC was for developing youth-oriented programming. He was responsible for reacquiring the rights to the Looney Tunes-Merrie Melodies library, bringing the shorts back to ABC after spending several years on CBS, as well as developing The Jackson 5ive animated series and a series about the Osmonds, and greenlighting Super Friends, based on DC Comics' Justice League of America series. Eisner left ABC in 1976 to become president of Paramount Pictures (and would later become the President of ABC's eventual parent company, Disney).","What ABC series originated as short segment on Love, American Style?",Happy Days," What was the first show that Michael Eisner helped bring about?

"
893,"In the early 1970s, Michael Eisner, who joined ABC in 1966, became the network's program development manager. He helped bring about ideas for many series including Happy Days (which originated as a segment on the anthology series Love, American Style), as well as several soap operas; however, Eisner's main credit at ABC was for developing youth-oriented programming. He was responsible for reacquiring the rights to the Looney Tunes-Merrie Melodies library, bringing the shorts back to ABC after spending several years on CBS, as well as developing The Jackson 5ive animated series and a series about the Osmonds, and greenlighting Super Friends, based on DC Comics' Justice League of America series. Eisner left ABC in 1976 to become president of Paramount Pictures (and would later become the President of ABC's eventual parent company, Disney).",What was Michael Eisner's main credit in his time at ABC?,youth-oriented programming, What was Michael Eisner's main credit at 
894,"In the early 1970s, Michael Eisner, who joined ABC in 1966, became the network's program development manager. He helped bring about ideas for many series including Happy Days (which originated as a segment on the anthology series Love, American Style), as well as several soap operas; however, Eisner's main credit at ABC was for developing youth-oriented programming. He was responsible for reacquiring the rights to the Looney Tunes-Merrie Melodies library, bringing the shorts back to ABC after spending several years on CBS, as well as developing The Jackson 5ive animated series and a series about the Osmonds, and greenlighting Super Friends, based on DC Comics' Justice League of America series. Eisner left ABC in 1976 to become president of Paramount Pictures (and would later become the President of ABC's eventual parent company, Disney).",What company did Eisner become president of when he left ABC in 1976?,Paramount Pictures, Where did Michael Eisner go after leaving 
895,"In the spring of 1975, Fred Pierce, the newly appointed president of ABC Television, convinced Fred Silverman to become the first president and director of programming of the independent television production subsidiary ABC Entertainment, created from the network's namesake programming division. In 1974, ABC premiered the detective series S.W.A.T. That same year, the network made the decision to compete with NBC's morning news-talk program Today. Its first attempt at such competition was AM America; however, that show's success was not straightforward. One of its affiliates, WCVB-TV premiered morning show Good Day!. First premiering in 1973 as Good Morning!, it was groundbreaking for being entirely produced on the road and broadcasting from locations outside of the Boston area. Also, in the summer of 1975, ABC discovered that its Cleveland affiliate WEWS-TV was producing its own morning program The Morning Exchange, which debuted in 1972 and was now locally pre-empting AM America; it was the first morning show to utilize a set modeled after a living room, and established a concept now commonplace among network morning shows in which news and weather updates were featured at the top and bottom of each hour. Discovering that their formats seemed to appeal to their viewers, the network became the first to adopt them for a new national morning show, Good Morning America, which debuted on November 3, 1975.",Who was the President of ABC television in 1976?,Fred Pierce, Who convinced Fred Silverman to become the first president and director of programming of the independent television production subsidiary 
896,"In the spring of 1975, Fred Pierce, the newly appointed president of ABC Television, convinced Fred Silverman to become the first president and director of programming of the independent television production subsidiary ABC Entertainment, created from the network's namesake programming division. In 1974, ABC premiered the detective series S.W.A.T. That same year, the network made the decision to compete with NBC's morning news-talk program Today. Its first attempt at such competition was AM America; however, that show's success was not straightforward. One of its affiliates, WCVB-TV premiered morning show Good Day!. First premiering in 1973 as Good Morning!, it was groundbreaking for being entirely produced on the road and broadcasting from locations outside of the Boston area. Also, in the summer of 1975, ABC discovered that its Cleveland affiliate WEWS-TV was producing its own morning program The Morning Exchange, which debuted in 1972 and was now locally pre-empting AM America; it was the first morning show to utilize a set modeled after a living room, and established a concept now commonplace among network morning shows in which news and weather updates were featured at the top and bottom of each hour. Discovering that their formats seemed to appeal to their viewers, the network became the first to adopt them for a new national morning show, Good Morning America, which debuted on November 3, 1975.",Who was the first president and director of programming for ABC Entertainment?,Fred Silverman, Who was the first president and director of programming of the independent television production subsidiary 
897,"In the spring of 1975, Fred Pierce, the newly appointed president of ABC Television, convinced Fred Silverman to become the first president and director of programming of the independent television production subsidiary ABC Entertainment, created from the network's namesake programming division. In 1974, ABC premiered the detective series S.W.A.T. That same year, the network made the decision to compete with NBC's morning news-talk program Today. Its first attempt at such competition was AM America; however, that show's success was not straightforward. One of its affiliates, WCVB-TV premiered morning show Good Day!. First premiering in 1973 as Good Morning!, it was groundbreaking for being entirely produced on the road and broadcasting from locations outside of the Boston area. Also, in the summer of 1975, ABC discovered that its Cleveland affiliate WEWS-TV was producing its own morning program The Morning Exchange, which debuted in 1972 and was now locally pre-empting AM America; it was the first morning show to utilize a set modeled after a living room, and established a concept now commonplace among network morning shows in which news and weather updates were featured at the top and bottom of each hour. Discovering that their formats seemed to appeal to their viewers, the network became the first to adopt them for a new national morning show, Good Morning America, which debuted on November 3, 1975.","In 1974, what detective series debuted on ABC?",S.W.A.T, What was the first detective series 
898,"In the spring of 1975, Fred Pierce, the newly appointed president of ABC Television, convinced Fred Silverman to become the first president and director of programming of the independent television production subsidiary ABC Entertainment, created from the network's namesake programming division. In 1974, ABC premiered the detective series S.W.A.T. That same year, the network made the decision to compete with NBC's morning news-talk program Today. Its first attempt at such competition was AM America; however, that show's success was not straightforward. One of its affiliates, WCVB-TV premiered morning show Good Day!. First premiering in 1973 as Good Morning!, it was groundbreaking for being entirely produced on the road and broadcasting from locations outside of the Boston area. Also, in the summer of 1975, ABC discovered that its Cleveland affiliate WEWS-TV was producing its own morning program The Morning Exchange, which debuted in 1972 and was now locally pre-empting AM America; it was the first morning show to utilize a set modeled after a living room, and established a concept now commonplace among network morning shows in which news and weather updates were featured at the top and bottom of each hour. Discovering that their formats seemed to appeal to their viewers, the network became the first to adopt them for a new national morning show, Good Morning America, which debuted on November 3, 1975.",When did Good Morning America first debut?,"November 3, 1975", When did Good Morning 
899,"The 1970s were highlighted by several successful comedy, fantasy, action and superhero-themed series for the network including Kung Fu, The Six Million Dollar Man, Wonder Woman, Starsky & Hutch, Charlie's Angels, The Bionic Woman, Fantasy Island and Battlestar Galactica. Many of these series were greenlit by Silverman, who left ABC in 1978 to become president of NBC's entertainment division. The rousing success of Happy Days also led to a successful spin-off series, Laverne & Shirley, which debuted in 1976. Charlie's Angels and Three's Company (which debuted in 1977) were two prime examples of a trend among the major networks during the 1970s known as ""jiggle TV"", featuring attractive, often buxom, women in main and guest roles.",What position did Fred Silverman leave ABC to take in 1978?,president of NBC's entertainment division," Who did Fred Silverman become in 1978?

"
900,"The 1970s were highlighted by several successful comedy, fantasy, action and superhero-themed series for the network including Kung Fu, The Six Million Dollar Man, Wonder Woman, Starsky & Hutch, Charlie's Angels, The Bionic Woman, Fantasy Island and Battlestar Galactica. Many of these series were greenlit by Silverman, who left ABC in 1978 to become president of NBC's entertainment division. The rousing success of Happy Days also led to a successful spin-off series, Laverne & Shirley, which debuted in 1976. Charlie's Angels and Three's Company (which debuted in 1977) were two prime examples of a trend among the major networks during the 1970s known as ""jiggle TV"", featuring attractive, often buxom, women in main and guest roles.",What spinoff of Happy Days debuted in 1976?,Laverne & Shirley," What was the successful spin-off series of Happy Days?

"
901,"The 1970s were highlighted by several successful comedy, fantasy, action and superhero-themed series for the network including Kung Fu, The Six Million Dollar Man, Wonder Woman, Starsky & Hutch, Charlie's Angels, The Bionic Woman, Fantasy Island and Battlestar Galactica. Many of these series were greenlit by Silverman, who left ABC in 1978 to become president of NBC's entertainment division. The rousing success of Happy Days also led to a successful spin-off series, Laverne & Shirley, which debuted in 1976. Charlie's Angels and Three's Company (which debuted in 1977) were two prime examples of a trend among the major networks during the 1970s known as ""jiggle TV"", featuring attractive, often buxom, women in main and guest roles.",What television trend are Charlies Angels and Three's Company an example of?,jiggle TV," What was the trend among the major networks during the 1970s known as?

"
902,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons. Roots went on to become one of the highest-rated programs in American television history, with unprecedented ratings for its finale. The success of Roots, Happy Days and The Love Boat allowed the network to take first place in the ratings for the first time in the 1976–77 season. On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.",The Roots miniseries was based on a novel by what author?,Alex Haley," Who wrote the novel that Roots was based on?

"
903,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons. Roots went on to become one of the highest-rated programs in American television history, with unprecedented ratings for its finale. The success of Roots, Happy Days and The Love Boat allowed the network to take first place in the ratings for the first time in the 1976–77 season. On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.",Who produced the comedy-drama The Love Boat?,Aaron Spelling," Who produced The Love Boat?

"
904,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons. Roots went on to become one of the highest-rated programs in American television history, with unprecedented ratings for its finale. The success of Roots, Happy Days and The Love Boat allowed the network to take first place in the ratings for the first time in the 1976–77 season. On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.",How many seasons did The Love Boat run for?,nine seasons," How long did The Love Boat last?

"
905,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons. Roots went on to become one of the highest-rated programs in American television history, with unprecedented ratings for its finale. The success of Roots, Happy Days and The Love Boat allowed the network to take first place in the ratings for the first time in the 1976–77 season. On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.",During which season did ABC first take the lead spot in television rating?,1976–77 season, When did 
906,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons. Roots went on to become one of the highest-rated programs in American television history, with unprecedented ratings for its finale. The success of Roots, Happy Days and The Love Boat allowed the network to take first place in the ratings for the first time in the 1976–77 season. On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.",What was the first television series to feature an openly gay character?,Soap, What was the controversial soap opera parody that debuted on 
907,"Meanwhile, ABC News, which formed as a newly separate division, sought to become a global leader in television news. In 1977, Roone Arledge was named president of the new ABC News in addition to being president of ABC Sports. That same year, ABC launched a major expansion of its office facilities in New York City. The company first constructed a new 10-story building on land previously occupied by an abandoned warehouse on the corner of Columbus Avenue and West 66th Street; the facility that was built in its place is nicknamed ""7 Lincoln Square"" (although it is actually located at 149 Columbus Avenue). Meanwhile, a former parking lot, located at 30 West 67th Street, was transformed into an impressive 15-story building. Both buildings were completed in June 1979. WABC-TV moved its operations from offices at 77 West 66th Street to 149 Columbus Avenue, freeing up space for the ABC network to house some of its operations.",Who was named the president of ABC News in 1977?,Roone Arledge, Who was named president of 
908,"Meanwhile, ABC News, which formed as a newly separate division, sought to become a global leader in television news. In 1977, Roone Arledge was named president of the new ABC News in addition to being president of ABC Sports. That same year, ABC launched a major expansion of its office facilities in New York City. The company first constructed a new 10-story building on land previously occupied by an abandoned warehouse on the corner of Columbus Avenue and West 66th Street; the facility that was built in its place is nicknamed ""7 Lincoln Square"" (although it is actually located at 149 Columbus Avenue). Meanwhile, a former parking lot, located at 30 West 67th Street, was transformed into an impressive 15-story building. Both buildings were completed in June 1979. WABC-TV moved its operations from offices at 77 West 66th Street to 149 Columbus Avenue, freeing up space for the ABC network to house some of its operations.","Besides ABC News, what other division was Roone Arledge president of?",ABC Sports, What was the name of the division that Roone 
909,"Meanwhile, ABC News, which formed as a newly separate division, sought to become a global leader in television news. In 1977, Roone Arledge was named president of the new ABC News in addition to being president of ABC Sports. That same year, ABC launched a major expansion of its office facilities in New York City. The company first constructed a new 10-story building on land previously occupied by an abandoned warehouse on the corner of Columbus Avenue and West 66th Street; the facility that was built in its place is nicknamed ""7 Lincoln Square"" (although it is actually located at 149 Columbus Avenue). Meanwhile, a former parking lot, located at 30 West 67th Street, was transformed into an impressive 15-story building. Both buildings were completed in June 1979. WABC-TV moved its operations from offices at 77 West 66th Street to 149 Columbus Avenue, freeing up space for the ABC network to house some of its operations.",What is the nickname for the ABC facility built at Columbus Avenue and West 66th Street?,7 Lincoln Square, What was the nickname of the new 10-story building on land previously occupied by an abandoned warehouse on the corner of Columbus 
910,"Meanwhile, ABC News, which formed as a newly separate division, sought to become a global leader in television news. In 1977, Roone Arledge was named president of the new ABC News in addition to being president of ABC Sports. That same year, ABC launched a major expansion of its office facilities in New York City. The company first constructed a new 10-story building on land previously occupied by an abandoned warehouse on the corner of Columbus Avenue and West 66th Street; the facility that was built in its place is nicknamed ""7 Lincoln Square"" (although it is actually located at 149 Columbus Avenue). Meanwhile, a former parking lot, located at 30 West 67th Street, was transformed into an impressive 15-story building. Both buildings were completed in June 1979. WABC-TV moved its operations from offices at 77 West 66th Street to 149 Columbus Avenue, freeing up space for the ABC network to house some of its operations.",When was 7 Lincoln Square completed?,June 1979, When did 
911,"In June 1978, Arledge created the newsmagazine 20/20; after its first episode received harshly negative reviews, the program – which debuted as a summer series, before becoming a year-round program in 1979 – was immediately revamped to feature a mix of in-depth stories and interviews, with Hugh Downs appointed as its anchor (later paired alongside his former Today colleague Barbara Walters). In February 1979, ABC sold its recording division to MCA Inc. for $20 million; the label was discontinued by March 5 of that year, and all of its 300 employees were laid off (the rights to the works of ABC Records and all of MCA's other labels have since been acquired by Universal Music Group).",When was the newsmagazine 20/20 first created?,June 1978," When was 20/20 created?

"
